Title,Section,Type,Priority,Preconditions,Steps,Expected Result,References,Actual Result
H13 - Bot-scoped header for configured bot,HTTP headers,Functional,High,"Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Confirm. Requirements: bot-token, headers. Verify hosting/token/parser prerequisites before assigning a result. ","1. Copy start URL: {BASE_URL}/cases/h13/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864H13P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Decision / lifecycle check. Targets: /cases/h13/child/: fetched/queue-eligible=Decision / lifecycle check, indexed=Decision / lifecycle check, marker=QA5864H13CHILD. With Ignore robots.txt OFF: the same page-level behavior applies. Confirm support for bot-scoped HTTP headers and exact token mapping before grading. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
H14 - Misspelled response header is not X-Robots-Tag,HTTP headers,Functional,High,Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: headers. Verify hosting/token/parser prerequisites before assigning a result. ,"1. Copy start URL: {BASE_URL}/cases/h14/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864H14P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/h14/child/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864H14CHILD. With Ignore robots.txt OFF: the same page-level behavior applies. Exact field-name match is required; the pluralized custom field does not impose page restrictions. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
L01 - One nofollow link and one normal link,Link rules,Functional,High,Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ,"1. Copy start URL: {BASE_URL}/cases/l01/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864L01P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/l01/restricted/: fetched/queue-eligible=No, indexed=No, marker=QA5864L01RESTRICTED; /cases/l01/allowed/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864L01ALLOWED. With Ignore robots.txt OFF: the same page-level behavior applies.  Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
L02 - Uppercase rel=NOFOLLOW,Link rules,Functional,High,Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ,"1. Copy start URL: {BASE_URL}/cases/l02/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864L02P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/l02/restricted/: fetched/queue-eligible=No, indexed=No, marker=QA5864L02RESTRICTED; /cases/l02/allowed/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864L02ALLOWED. With Ignore robots.txt OFF: the same page-level behavior applies.  Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
L03 - Multiple rel tokens: external nofollow,Link rules,Functional,High,Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ,"1. Copy start URL: {BASE_URL}/cases/l03/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864L03P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/l03/restricted/: fetched/queue-eligible=No, indexed=No, marker=QA5864L03RESTRICTED; /cases/l03/allowed/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864L03ALLOWED. With Ignore robots.txt OFF: the same page-level behavior applies.  Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
"L04 - Mixed case, tabs and newlines in rel",Link rules,Functional,High,Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ,"1. Copy start URL: {BASE_URL}/cases/l04/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864L04P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/l04/restricted/: fetched/queue-eligible=No, indexed=No, marker=QA5864L04RESTRICTED; /cases/l04/allowed/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864L04ALLOWED. With Ignore robots.txt OFF: the same page-level behavior applies.  Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
L05 - nofollowish is not a nofollow token,Link rules,Functional,High,Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ,"1. Copy start URL: {BASE_URL}/cases/l05/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864L05P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/l05/restricted/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864L05RESTRICTED; /cases/l05/allowed/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864L05ALLOWED. With Ignore robots.txt OFF: the same page-level behavior applies. Target slug says restricted for fixture consistency, but this occurrence must be eligible. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
L06 - Unrelated rel values stay followable,Link rules,Functional,High,Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ,"1. Copy start URL: {BASE_URL}/cases/l06/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864L06P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/l06/restricted/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864L06RESTRICTED; /cases/l06/allowed/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864L06ALLOWED. With Ignore robots.txt OFF: the same page-level behavior applies.  Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
L07 - Empty rel and missing rel,Link rules,Functional,High,Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ,"1. Copy start URL: {BASE_URL}/cases/l07/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864L07P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/l07/restricted/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864L07RESTRICTED; /cases/l07/allowed/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864L07ALLOWED. With Ignore robots.txt OFF: the same page-level behavior applies.  Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
L08 - Same URL: nofollow occurrence comes first,Link rules,Functional,High,Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ,"1. Copy start URL: {BASE_URL}/cases/l08/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864L08P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/l08/shared/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864L08SHARED. With Ignore robots.txt OFF: the same page-level behavior applies. The permitted occurrence can enqueue the URL. Assert one unique indexed URL, not exactly one physical request: retries are possible. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
L09 - Same URL: permitted occurrence comes first,Link rules,Functional,High,Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ,"1. Copy start URL: {BASE_URL}/cases/l09/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864L09P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/l09/shared/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864L09SHARED. With Ignore robots.txt OFF: the same page-level behavior applies. A later nofollow occurrence must not remove a URL legitimately queued from the earlier occurrence. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
L10 - Alternate permitted path reaches the same target,Link rules,Functional,High,Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ,"1. Copy start URL: {BASE_URL}/cases/l10/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864L10P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/l10/shared/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864L10SHARED; /cases/l10/bridge/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864L10BRIDGE. With Ignore robots.txt OFF: the same page-level behavior applies. Graph: parent -nofollow-> shared; parent -> bridge -> shared. The bridge makes shared eligible. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
L11 - Page nofollow is not a global URL blacklist,Link rules,Functional,High,Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ,"1. Copy start URL: {BASE_URL}/cases/l11/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864L11P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/l11/blocked-source/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864L11BLOCKEDSOURCE; /cases/l11/allowed-source/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864L11ALLOWEDSOURCE; /cases/l11/shared/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864L11SHARED. With Ignore robots.txt OFF: the same page-level behavior applies. Seed links to both source pages. Both source pages link to shared; the allowed source can enqueue it. This also detects state leaking from one page to another. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
L12 - noindex parent with mixed link-level rules,Link rules,Functional,High,Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ,"1. Copy start URL: {BASE_URL}/cases/l12/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864L12P. With Ignore robots.txt ON: parent fetched = Yes; indexed = No. Targets: /cases/l12/restricted/: fetched/queue-eligible=No, indexed=No, marker=QA5864L12RESTRICTED; /cases/l12/allowed/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864L12ALLOWED. With Ignore robots.txt OFF: the same page-level behavior applies.  Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
L13 - Page nofollow overrides an unrestricted link,Link rules,Functional,High,Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ,"1. Copy start URL: {BASE_URL}/cases/l13/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864L13P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/l13/restricted/: fetched/queue-eligible=No, indexed=No, marker=QA5864L13RESTRICTED; /cases/l13/allowed/: fetched/queue-eligible=No, indexed=No, marker=QA5864L13ALLOWED. With Ignore robots.txt OFF: the same page-level behavior applies. rel=follow does not cancel page-level nofollow; neither occurrence may enqueue a child. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
L14 - Multiple fragment occurrences are all nofollow,Link rules,Functional,High,Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ,"1. Copy start URL: {BASE_URL}/cases/l14/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864L14P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/l14/shared/: fetched/queue-eligible=No, indexed=No, marker=QA5864L14SHARED. With Ignore robots.txt OFF: the same page-level behavior applies. Fragments do not create an unrestricted occurrence. Do not seed shared directly. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
L15 - Comma is not a rel-token separator,Link rules,Functional,High,Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: none. ,"1. Copy start URL: {BASE_URL}/cases/l15/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864L15P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/l15/restricted/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864L15RESTRICTED; /cases/l15/allowed/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864L15ALLOWED. With Ignore robots.txt OFF: the same page-level behavior applies. HTML rel is a whitespace-separated token list, unlike comma-or-whitespace robots content. Here the sole token is nofollow,external, not nofollow. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.","https://searchstax.atlassian.net/browse/STUDIO-5864
https://html.spec.whatwg.org/multipage/links.html",Not run
R01 - robots.txt block with no page directive,robots.txt switch,Functional,High,Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: host-root-robots. Verify hosting/token/parser prerequisites before assigning a result. ,"1. Copy start URL: {BASE_URL}/cases/r01/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864R01P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/r01/child/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864R01CHILD. With Ignore robots.txt OFF: blocked parent not fetched; targets not discovered from this case. Run in two fresh crawls. Ignore robots.txt OFF: blocked parent is not fetched and no child is discovered from it. ON: fetch parent, then apply the page directives shown here. Seed is the allowed case entry, not the blocked page. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
R02 - robots.txt block plus noindex,robots.txt switch,Functional,High,Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: host-root-robots. Verify hosting/token/parser prerequisites before assigning a result. ,"1. Copy start URL: {BASE_URL}/cases/r02/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864R02P. With Ignore robots.txt ON: parent fetched = Yes; indexed = No. Targets: /cases/r02/child/: fetched/queue-eligible=Yes, indexed=Yes, marker=QA5864R02CHILD. With Ignore robots.txt OFF: blocked parent not fetched; targets not discovered from this case. Run in two fresh crawls. Ignore robots.txt OFF: blocked parent is not fetched and no child is discovered from it. ON: fetch parent, then apply the page directives shown here. Seed is the allowed case entry, not the blocked page. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
R03 - robots.txt block plus nofollow,robots.txt switch,Functional,High,Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: host-root-robots. Verify hosting/token/parser prerequisites before assigning a result. ,"1. Copy start URL: {BASE_URL}/cases/r03/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864R03P. With Ignore robots.txt ON: parent fetched = Yes; indexed = Yes. Targets: /cases/r03/child/: fetched/queue-eligible=No, indexed=No, marker=QA5864R03CHILD. With Ignore robots.txt OFF: blocked parent not fetched; targets not discovered from this case. Run in two fresh crawls. Ignore robots.txt OFF: blocked parent is not fetched and no child is discovered from it. ON: fetch parent, then apply the page directives shown here. Seed is the allowed case entry, not the blocked page. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
R04 - robots.txt block plus both directives,robots.txt switch,Functional,High,Dedicated non-production index; fresh crawl queue/index for each independent run. Disable sitemap/import discovery. Allow all /cases/ paths and seed /suites/ paths; depth >= 5; item limit >= 500. Wait for the previous run to finish. Use the published site base URL. Gate: Ready. Requirements: host-root-robots. Verify hosting/token/parser prerequisites before assigning a result. ,"1. Copy start URL: {BASE_URL}/cases/r04/. For isolated execution, do not seed any target directly.
2. Inspect the final GET response and original HTML; confirm the active fixture and record the actual crawler user-agent.
3. Run a full crawl; record environment, app ID, crawl definition ID, crawl run ID, settings and timestamps.
4. Check parent processing/indexing and every target's discovery/queue/index evidence; search unique markers and inspect exact document URLs.
5. Repeat with Ignore robots.txt toggled in a clean run; repeat the same setting once to check stability and duplicate documents.","Parent marker: QA5864R04P. With Ignore robots.txt ON: parent fetched = Yes; indexed = No. Targets: /cases/r04/child/: fetched/queue-eligible=No, indexed=No, marker=QA5864R04CHILD. With Ignore robots.txt OFF: blocked parent not fetched; targets not discovered from this case. Run in two fresh crawls. Ignore robots.txt OFF: blocked parent is not fetched and no child is discovered from it. ON: fetch parent, then apply the page directives shown here. Seed is the allowed case entry, not the blocked page. Always distinguish noindex (processing permitted, no add/update) from nofollow (no enqueue from this occurrence). HTTP retries do not imply duplicate index documents.",https://searchstax.atlassian.net/browse/STUDIO-5864,Not run
